iter,epoch,payload_mb,sleep_us,comm_dur_s,bw_gbps,phase
274,13,256,30000,0.055324,19.4081,phase2
275,13,256,30000,0.060299,17.807,phase2
276,13,256,30000,0.05268,20.3823,phase2
277,13,256,30000,0.059138,18.1564,phase2
278,13,256,30000,0.059152,18.1523,phase2
279,13,256,30000,0.054692,19.6327,phase2
280,14,256,30000,0.063187,16.9932,phase2
281,14,256,30000,0.056192,19.1084,phase2
282,14,256,30000,0.055061,19.501,phase2
283,14,256,30000,0.055628,19.3022,phase2
284,14,256,30000,0.059169,18.1471,phase2
285,14,256,30000,0.054719,19.6229,phase2
286,14,256,30000,0.050901,21.0946,phase2
287,14,256,30000,0.051299,20.9311,phase2
288,14,256,30000,0.059933,17.9157,phase2
289,14,256,30000,0.055057,19.5024,phase2
290,14,256,30000,0.051127,21.0017,phase2
291,14,256,30000,0.055959,19.1881,phase2
292,14,256,30000,0.054848,19.5767,phase2
293,14,256,30000,0.058628,18.3145,phase2
294,14,256,30000,0.056312,19.0679,phase2
295,14,256,30000,0.056175,19.1142,phase2
296,14,256,30000,0.05053,21.2497,phase2
297,14,256,30000,0.055833,19.2312,phase2
298,14,256,30000,0.056088,19.1439,phase2
299,14,256,30000,0.063498,16.9099,phase2
