iter,window,comm_dur_s,bw_gbps,phase
55,2,1.709429,5.025,solo_rampup
56,2,1.690405,5.0816,solo_rampup
57,2,1.729161,4.9677,solo_rampup
58,2,1.67091,5.1409,solo_rampup
59,2,1.71791,5.0002,solo_rampup
60,3,1.708446,5.0279,solo_rampup
61,3,1.673336,5.1334,solo_rampup
62,3,1.704046,5.0409,solo_rampup
63,3,1.707795,5.0298,solo_rampup
64,3,1.673659,5.1324,solo_rampup
65,3,1.686872,5.0922,solo_rampup
66,3,1.67691,5.1225,solo_rampup
67,3,1.716359,5.0047,solo_rampup
68,3,1.672986,5.1345,solo_rampup
69,3,1.71219,5.0169,solo_rampup
70,3,1.649928,5.2062,solo_rampup
71,3,1.66505,5.159,solo_rampup
72,3,1.699448,5.0545,solo_rampup
73,3,1.666169,5.1555,solo_rampup
74,3,1.700417,5.0517,solo_rampup
75,3,1.674166,5.1309,solo_rampup
76,3,1.733288,4.9559,solo_rampup
77,3,1.673245,5.1337,solo_rampup
78,3,1.665422,5.1578,solo_rampup
79,3,1.651113,5.2025,solo_rampup
80,4,1.695635,5.0659,solo_rampup
81,4,1.716834,5.0034,solo_rampup
82,4,1.742634,4.9293,solo_rampup
83,4,1.713397,5.0134,solo_rampup
84,4,1.688473,5.0874,solo_rampup
85,4,1.707507,5.0307,solo_rampup
86,4,1.633855,5.2575,solo_rampup
87,4,1.586405,5.4147,solo_rampup
88,4,1.655698,5.1881,solo_rampup
89,4,1.607725,5.3429,solo_rampup
90,4,1.643265,5.2274,solo_rampup
91,4,1.646454,5.2172,solo_rampup
92,4,1.604015,5.3553,solo_rampup
93,4,1.612908,5.3257,solo_rampup
94,4,1.616552,5.3137,solo_rampup
95,4,1.630243,5.2691,solo_rampup
96,4,1.638779,5.2417,solo_rampup
97,4,1.622626,5.2938,solo_rampup
98,4,1.60762,5.3433,solo_rampup
99,4,1.605463,5.3504,solo_rampup
100,5,1.621594,5.2972,contested
101,5,1.599591,5.3701,contested
102,5,1.616475,5.314,contested
103,5,1.605245,5.3512,contested
104,5,1.626175,5.2823,contested
105,5,1.678831,5.1166,contested
106,5,1.668781,5.1474,contested
107,5,1.674967,5.1284,contested
108,5,1.685828,5.0954,contested
109,5,1.664601,5.1604,contested
110,5,1.705148,5.0376,contested
111,5,1.686183,5.0943,contested
112,5,1.712144,5.0171,contested
113,5,1.711693,5.0184,contested
114,5,1.691877,5.0772,contested
115,5,1.711992,5.0175,contested
116,5,1.691144,5.0794,contested
117,5,1.691372,5.0787,contested
118,5,1.698856,5.0563,contested
119,5,1.665312,5.1582,contested
120,6,1.682015,5.1069,contested
121,6,1.673471,5.133,contested
122,6,1.647634,5.2135,contested
123,6,1.700658,5.0509,contested
124,6,1.681345,5.109,contested
125,6,1.686496,5.0934,contested
126,6,1.687578,5.0901,contested
127,6,1.687733,5.0896,contested
128,6,1.665688,5.157,contested
129,6,1.704079,5.0408,contested
130,6,1.668763,5.1475,contested
131,6,1.725403,4.9785,contested
132,6,1.694584,5.0691,contested
133,6,1.737855,4.9428,contested
134,6,1.681192,5.1094,contested
135,6,1.661321,5.1705,contested
136,6,1.674226,5.1307,contested
137,6,1.65184,5.2002,contested
138,6,1.715468,5.0073,contested
139,6,1.715086,5.0085,contested
140,7,1.678411,5.1179,contested
141,7,1.709026,5.0262,contested
142,7,1.719351,4.996,contested
143,7,1.722041,4.9882,contested
144,7,1.669362,5.1456,contested
145,7,1.699672,5.0539,contested
146,7,1.683201,5.1033,contested
147,7,1.665862,5.1565,contested
148,7,1.659917,5.1749,contested
149,7,1.661025,5.1715,contested
150,7,1.607602,5.3433,contested
151,7,1.608655,5.3398,contested
152,7,1.642525,5.2297,contested
153,7,1.622285,5.295,contested
154,7,1.624892,5.2865,contested
155,7,1.636985,5.2474,contested
156,7,1.590837,5.3996,contested
157,7,1.582805,5.427,contested
158,7,1.612657,5.3266,contested
159,7,1.63532,5.2528,contested
160,8,1.629654,5.271,contested
161,8,1.639045,5.2408,contested
162,8,1.625531,5.2844,contested
163,8,1.578167,5.443,contested
164,8,1.651218,5.2022,contested
165,8,1.634127,5.2566,contested
166,8,1.621263,5.2983,contested
167,8,1.626595,5.2809,contested
168,8,1.621682,5.2969,contested
169,8,1.704802,5.0387,contested
170,8,1.691654,5.0778,contested
171,8,1.780621,4.8241,contested
172,8,1.686047,5.0947,contested
173,8,1.704474,5.0396,contested
174,8,1.715857,5.0062,contested
175,8,1.65534,5.1892,contested
176,8,1.59214,5.3952,contested
177,8,1.686867,5.0922,contested
178,8,1.612607,5.3267,contested
179,8,1.668951,5.1469,contested
180,9,1.631025,5.2666,contested
181,9,1.600017,5.3687,contested
182,9,1.626132,5.2824,contested
183,9,1.612062,5.3285,contested
184,9,1.613722,5.3231,contested
185,9,1.611865,5.3292,contested
186,9,1.665251,5.1583,contested
187,9,1.621515,5.2975,contested
188,9,1.638624,5.2422,contested
189,9,1.664657,5.1602,contested
190,9,1.615242,5.318,contested
191,9,1.620544,5.3006,contested
192,9,1.62147,5.2976,contested
193,9,1.62092,5.2994,contested
194,9,1.696305,5.0639,contested
195,9,1.639497,5.2394,contested
196,9,1.68607,5.0946,contested
197,9,1.656729,5.1849,contested
198,9,1.716601,5.004,contested
199,9,1.691427,5.0785,contested
200,10,1.70502,5.038,contested
201,10,1.691188,5.0792,contested
202,10,1.696041,5.0647,contested
203,10,1.687017,5.0918,contested
204,10,1.71867,4.998,contested
205,10,1.699064,5.0557,contested
206,10,1.712291,5.0166,contested
207,10,1.670118,5.1433,contested
208,10,1.672393,5.1363,contested
209,10,1.708849,5.0267,contested
210,10,1.674759,5.1291,contested
211,10,1.690338,5.0818,contested
212,10,1.704744,5.0388,contested
213,10,1.682581,5.1052,contested
214,10,1.698608,5.057,contested
215,10,1.712598,5.0157,contested
216,10,1.690443,5.0815,contested
217,10,1.725974,4.9769,contested
218,10,1.68993,5.083,contested
219,10,1.685978,5.0949,contested
220,11,1.704805,5.0387,contested
221,11,1.661103,5.1712,contested
222,11,1.678096,5.1189,contested
223,11,1.661651,5.1695,contested
224,11,1.672923,5.1347,contested
225,11,1.707834,5.0297,contested
226,11,1.699369,5.0548,contested
227,11,1.690666,5.0808,contested
228,11,1.68615,5.0944,contested
229,11,1.657036,5.1839,contested
230,11,1.652495,5.1982,contested
231,11,1.6689,5.1471,contested
232,11,1.713409,5.0134,contested
233,11,1.707793,5.0298,contested
234,11,1.678493,5.1176,contested
235,11,1.733888,4.9541,contested
236,11,1.677405,5.121,contested
237,11,1.708376,5.0281,contested
238,11,1.68616,5.0944,contested
239,11,1.674491,5.1299,contested
240,12,1.71694,5.003,contested
241,12,1.640055,5.2376,contested
242,12,1.690329,5.0818,contested
243,12,1.712721,5.0154,contested
244,12,1.653024,5.1965,contested
245,12,1.691827,5.0773,contested
246,12,1.729825,4.9658,contested
247,12,1.687161,5.0914,contested
248,12,1.681155,5.1095,contested
249,12,1.723707,4.9834,contested
250,12,1.753461,4.8988,contested
251,12,1.655495,5.1887,contested
252,12,1.684557,5.0992,contested
253,12,1.719483,4.9957,contested
254,12,1.716758,5.0036,contested
255,12,1.700597,5.0511,contested
256,12,1.691924,5.077,contested
257,12,1.689982,5.0829,contested
258,12,1.699022,5.0558,contested
259,12,1.689176,5.0853,contested
260,13,1.698573,5.0571,contested
261,13,1.705008,5.0381,contested
262,13,1.718055,4.9998,contested
263,13,1.664567,5.1605,contested
264,13,1.673223,5.1338,contested
265,13,1.672871,5.1348,contested
266,13,1.673083,5.1342,contested
267,13,1.622111,5.2955,contested
268,13,1.666022,5.156,contested
269,13,1.676917,5.1225,contested
270,13,1.683332,5.1029,contested
271,13,1.722095,4.9881,contested
272,13,1.686487,5.0934,contested
273,13,1.729806,4.9658,contested
274,13,1.720738,4.992,contested
275,13,1.677071,5.122,contested
276,13,1.700252,5.0522,contested
277,13,1.677692,5.1201,contested
278,13,1.680205,5.1124,contested
279,13,1.720538,4.9926,contested
280,14,1.66625,5.1552,contested
281,14,1.717534,5.0013,contested
282,14,1.642997,5.2282,contested
283,14,1.703754,5.0418,contested
284,14,1.675247,5.1276,contested
285,14,1.690493,5.0813,contested
286,14,1.71053,5.0218,contested
287,14,1.708953,5.0264,contested
288,14,1.66077,5.1723,contested
289,14,1.682094,5.1067,contested
290,14,1.681809,5.1076,contested
291,14,1.695135,5.0674,contested
292,14,1.694478,5.0694,contested
293,14,1.666908,5.1532,contested
294,14,1.664641,5.1602,contested
295,14,1.699481,5.0544,contested
296,14,1.672862,5.1349,contested
297,14,1.700084,5.0527,contested
298,14,1.66078,5.1722,contested
299,14,1.653029,5.1965,contested
